ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Education_cat_Advanced/Professional,Education_cat_Graduate,Education_cat_Undergrad,Personal Loan
2493,28,3,134.0,2,3.1,1,0.0,0,0,1,0
2494,34,9,49.0,1,2.5,3,0.0,1,0,0,0
2495,35,9,63.0,2,1.8,1,0.0,0,0,1,0
2496,46,22,70.0,4,1.9,1,212.0,0,0,1,0
2497,63,37,32.0,3,0.7,2,141.0,0,1,0,0
2498,33,9,14.0,3,0.9,3,114.0,1,0,0,0
2499,38,14,111.0,2,5.2,1,252.5,0,0,1,0
2500,53,27,38.0,4,2.8,2,144.0,0,1,0,0
2501,28,2,121.0,2,2.0,1,252.5,0,0,1,0
2502,44,18,90.0,4,2.6,3,0.0,1,0,0,0
2503,58,31,178.0,2,5.2,2,0.0,0,1,0,1
2504,38,14,20.0,4,0.4,2,79.0,0,1,0,0
2505,48,24,61.0,2,1.7,1,229.0,0,0,1,0
2506,33,7,43.0,4,0.8,1,0.0,0,0,1,0
2507,66,42,39.0,1,1.9,2,0.0,0,1,0,0
2508,59,34,60.0,4,2.1,1,234.0,0,0,1,0
2509,40,15,63.0,3,3.0,1,0.0,0,0,1,0
2510,36,11,8.0,4,0.2,3,81.0,1,0,0,0
2511,62,38,52.0,4,1.3,2,0.0,0,1,0,0
2512,51,27,92.0,4,3.0,1,0.0,0,0,1,1
2513,58,32,111.0,2,1.4,1,252.5,0,0,1,0
2514,52,26,71.0,1,1.4,3,0.0,1,0,0,0
2515,41,16,25.0,2,0.1,2,91.0,0,1,0,0
2516,31,5,34.0,1,1.9,3,156.0,1,0,0,0
2517,28,3,74.0,3,2.6,3,0.0,1,0,0,0
2518,57,31,120.0,2,2.0,1,0.0,0,0,1,0
2519,61,37,50.0,4,1.3,2,0.0,0,1,0,0
2520,60,36,10.0,2,1.0,1,0.0,0,0,1,0
2521,56,29,45.0,4,2.5,2,113.0,0,1,0,0
2522,49,23,29.0,4,1.8,1,0.0,0,0,1,0
2523,63,37,145.0,2,5.2,1,0.0,0,0,1,0
2524,49,23,100.0,2,5.2,1,0.0,0,0,1,0
2525,49,25,24.0,3,0.4,1,0.0,0,0,1,0
2526,32,8,60.0,1,1.2,1,0.0,0,0,1,0
2527,26,1,50.0,4,0.6,2,0.0,0,1,0,0
2528,27,1,43.0,3,1.1,2,0.0,0,1,0,0
2529,57,31,79.0,3,4.4,1,0.0,0,0,1,0
2530,29,5,44.0,3,0.1,2,0.0,0,1,0,0
2531,56,30,31.0,4,1.5,3,0.0,1,0,0,0
2532,59,35,14.0,2,1.0,1,107.0,0,0,1,0
2533,53,28,19.0,4,0.8,1,106.0,0,0,1,0
2534,54,29,111.0,1,1.1,2,0.0,0,1,0,1
2535,56,30,90.0,1,1.9,2,0.0,0,1,0,0
2536,50,25,21.0,2,0.7,3,129.0,1,0,0,0
2537,51,25,104.0,1,4.2,2,0.0,0,1,0,1
2538,53,27,75.0,1,1.9,2,0.0,0,1,0,0
2539,37,12,175.0,2,5.2,1,252.5,0,0,1,0
2540,32,7,98.0,1,4.2,1,171.0,0,0,1,1
2541,49,23,41.0,4,0.1,1,153.0,0,0,1,0
2542,34,8,171.0,2,2.2,2,252.5,0,1,0,1
2543,54,30,79.0,4,1.6,2,0.0,0,1,0,0
2544,64,39,24.0,4,0.6,2,0.0,0,1,0,0
2545,58,34,90.0,1,3.6,2,0.0,0,1,0,1
2546,25,-1,39.0,3,2.4,2,0.0,0,1,0,0
2547,50,25,9.0,2,0.0,1,0.0,0,0,1,0
2548,38,13,15.0,2,0.1,2,90.0,0,1,0,0
2549,48,24,80.0,1,2.7,1,0.0,0,0,1,0
2550,41,15,63.0,1,0.7,3,79.0,1,0,0,0
2551,32,8,20.0,1,0.5,3,102.0,1,0,0,0
2552,46,22,43.0,2,2.1,3,0.0,1,0,0,0
2553,39,15,65.0,1,1.5,3,0.0,1,0,0,0
2554,39,15,91.0,2,1.7,2,151.0,0,1,0,0
2555,63,39,53.0,1,0.8,1,0.0,0,0,1,0
2556,58,32,110.0,3,1.7,2,0.0,0,1,0,0
2557,28,4,82.0,3,1.5,1,103.0,0,0,1,0
2558,36,11,23.0,4,0.2,3,0.0,1,0,0,0
2559,43,19,172.0,2,5.2,1,0.0,0,0,1,0
2560,36,12,88.0,2,2.7,1,0.0,0,0,1,0
2561,44,18,71.0,2,0.8,3,0.0,1,0,0,0
2562,31,5,180.0,1,2.9,3,144.0,1,0,0,1
2563,45,21,39.0,2,2.1,3,184.0,1,0,0,0
2564,39,13,94.0,1,1.5,3,0.0,1,0,0,0
2565,43,16,25.0,3,1.0,2,0.0,0,1,0,0
2566,40,15,10.0,2,0.0,3,102.0,1,0,0,0
2567,30,5,42.0,1,1.0,1,184.0,0,0,1,0
2568,58,33,142.0,2,3.9,1,0.0,0,0,1,0
2569,46,21,34.0,2,1.3,1,0.0,0,0,1,0
2570,35,10,139.0,1,4.6,1,0.0,0,0,1,0
2571,30,4,154.0,2,4.5,1,207.0,0,0,1,0
2572,34,8,40.0,2,2.0,3,89.0,1,0,0,0
2573,62,32,33.0,1,1.5,3,140.0,1,0,0,0
2574,58,34,80.0,2,1.6,1,0.0,0,0,1,0
2575,45,18,10.0,3,0.6666666666666666,2,100.0,0,1,0,0
2576,42,16,41.0,3,0.5,3,0.0,1,0,0,0
2577,60,36,30.0,4,1.3,1,118.0,0,0,1,0
2578,55,29,78.0,1,0.8,3,190.0,1,0,0,0
2579,45,21,164.0,1,5.0,1,0.0,0,0,1,0
2580,52,27,23.0,1,0.4,3,0.0,1,0,0,0
2581,31,7,149.0,1,5.2,1,0.0,0,0,1,0
2582,60,34,25.0,4,0.7,3,0.0,1,0,0,0
2583,33,9,42.0,1,2.1,3,0.0,1,0,0,0
2584,37,11,71.0,1,2.5,1,185.0,0,0,1,0
2585,59,34,114.0,3,4.2,2,0.0,0,1,0,1
2586,51,26,70.0,1,2.8,2,0.0,0,1,0,0
2587,47,23,149.0,4,5.2,1,0.0,0,0,1,1
2588,60,33,55.0,4,2.5,2,0.0,0,1,0,0
2589,61,36,29.0,1,1.3,1,0.0,0,0,1,0
2590,64,40,123.0,1,3.8,1,0.0,0,0,1,0
2591,46,20,152.0,1,5.2,3,252.5,1,0,0,1
2592,31,7,8.0,4,0.7,2,0.0,0,1,0,0
2593,57,32,69.0,4,0.7,1,245.0,0,0,1,0
2594,48,23,161.0,4,5.2,3,252.5,1,0,0,1
2595,48,23,79.0,1,0.2,2,0.0,0,1,0,0
2596,35,10,105.0,1,4.6,1,0.0,0,0,1,0
2597,33,8,39.0,3,2.3,1,0.0,0,0,1,0
2598,47,23,163.0,1,5.0,1,0.0,0,0,1,0
2599,46,20,9.0,1,0.2,1,0.0,0,0,1,0
2600,44,20,71.0,4,2.0,3,0.0,1,0,0,0
2601,42,18,51.0,3,2.1,3,0.0,1,0,0,0
2602,50,24,32.0,1,1.4,3,167.0,1,0,0,0
2603,52,26,161.0,4,4.3,1,0.0,0,0,1,1
2604,53,27,60.0,1,0.2,1,0.0,0,0,1,0
2605,37,10,35.0,4,1.0,2,0.0,0,1,0,0
2606,64,40,41.0,4,1.2,2,0.0,0,1,0,0
2607,46,22,73.0,2,1.7,1,216.0,0,0,1,0
2608,57,33,49.0,4,1.5,1,214.0,0,0,1,0
2609,61,35,79.0,2,2.0,1,194.0,0,0,1,0
2610,42,18,120.0,2,5.2,1,0.0,0,0,1,0
2611,40,16,60.0,2,3.2,1,0.0,0,0,1,0
2612,33,8,78.0,3,0.6,2,0.0,0,1,0,0
2613,50,26,40.0,4,1.1,2,131.0,0,1,0,0
2614,52,26,110.0,2,5.2,3,204.0,1,0,0,1
2615,35,11,160.0,4,5.2,3,0.0,1,0,0,1
2616,57,32,68.0,4,0.7,1,191.0,0,0,1,0
2617,56,31,49.0,2,1.6,3,103.0,1,0,0,0
2618,44,20,65.0,2,2.5,1,0.0,0,0,1,0
2619,23,-3,55.0,3,2.4,2,145.0,0,1,0,0
2620,33,8,62.0,3,2.3,1,98.0,0,0,1,0
2621,48,22,152.0,1,0.0,1,0.0,0,0,1,0
2622,45,18,42.0,3,2.5,2,0.0,0,1,0,0
2623,54,28,39.0,4,0.7,2,0.0,0,1,0,0
2624,42,17,111.0,3,3.0,1,0.0,0,0,1,1
2625,47,21,82.0,3,2.1,1,0.0,0,0,1,0
2626,61,36,108.0,4,3.4,2,0.0,0,1,0,0
2627,53,27,59.0,2,0.8,3,0.0,1,0,0,0
2628,56,30,61.0,3,2.5,1,193.0,0,0,1,0
2629,33,6,78.0,4,2.0,2,0.0,0,1,0,0
2630,44,18,18.0,2,0.1,3,0.0,1,0,0,0
2631,63,37,113.0,4,1.7,3,0.0,1,0,0,0
2632,47,20,62.0,1,2.6666666666666665,2,0.0,0,1,0,0
2633,50,24,81.0,1,4.9,1,248.0,0,0,1,0
2634,49,25,13.0,3,0.4,1,106.0,0,0,1,0
2635,34,9,75.0,1,2.8,1,194.0,0,0,1,0
2636,40,14,33.0,2,0.8,3,89.0,1,0,0,0
2637,38,13,179.0,1,4.1,1,0.0,0,0,1,0
2638,51,26,69.0,3,2.0,2,0.0,0,1,0,0
2639,28,4,45.0,1,1.0,3,0.0,1,0,0,0
2640,52,26,59.0,3,3.0,2,0.0,0,1,0,0
2641,39,13,81.0,2,2.8,1,0.0,0,0,1,0
2642,29,5,133.0,1,5.2,1,212.0,0,0,1,0
2643,54,29,81.0,2,0.0,3,0.0,1,0,0,0
2644,63,38,14.0,4,0.4,2,86.0,0,1,0,0
2645,40,14,28.0,2,0.8,3,0.0,1,0,0,0
2646,36,12,93.0,2,2.2,1,0.0,0,0,1,0
2647,45,20,186.5,3,2.6,3,123.0,1,0,0,1
2648,61,37,155.0,1,2.9,1,0.0,0,0,1,0
2649,26,0,155.0,2,5.2,1,0.0,0,0,1,0
2650,33,8,68.0,4,1.3,1,0.0,0,0,1,0
2651,64,40,52.0,2,1.1,1,226.0,0,0,1,0
2652,43,17,51.0,1,0.7,3,0.0,1,0,0,0
2653,24,0,44.0,4,1.6,1,180.0,0,0,1,0
2654,30,5,121.0,2,3.1,1,252.5,0,0,1,0
2655,60,36,49.0,4,2.2,1,204.0,0,0,1,0
2656,50,26,42.0,2,1.0,3,78.0,1,0,0,0
2657,40,15,144.0,1,4.1,1,0.0,0,0,1,0
2658,31,6,72.0,1,2.6,2,0.0,0,1,0,0
2659,30,4,44.0,1,1.5,1,109.0,0,0,1,0
2660,60,35,43.0,3,0.9,3,175.0,1,0,0,0
2661,39,14,74.0,1,0.1,2,144.0,0,1,0,0
2662,66,41,145.0,1,2.5,1,0.0,0,0,1,0
2663,65,41,158.0,2,2.1,1,0.0,0,0,1,0
2664,54,28,78.0,4,4.9,1,0.0,0,0,1,0
2665,54,29,154.0,1,2.4,2,252.5,0,1,0,1
2666,35,9,105.0,2,4.5,3,0.0,1,0,0,0
2667,32,7,100.0,3,0.6,2,0.0,0,1,0,0
2668,63,39,58.0,1,0.0,2,0.0,0,1,0,0
2669,60,35,113.0,1,0.9,1,252.5,0,0,1,0
2670,43,18,10.0,2,0.1,2,0.0,0,1,0,0
2671,59,33,142.0,2,2.7,1,0.0,0,0,1,0
2672,62,37,128.0,1,2.5,1,0.0,0,0,1,0
2673,30,5,131.0,3,0.5,3,0.0,1,0,0,1
2674,54,30,88.0,4,1.0,2,122.0,0,1,0,0
2675,30,6,101.0,2,0.6,1,0.0,0,0,1,0
2676,31,1,70.0,2,1.75,3,0.0,1,0,0,0
2677,44,20,122.0,1,0.3,1,0.0,0,0,1,0
2678,32,8,70.0,3,1.5,1,0.0,0,0,1,0
2679,63,38,148.0,2,4.3,3,0.0,1,0,0,1
2680,57,32,43.0,2,2.1,3,166.0,1,0,0,0
2681,60,30,31.0,1,1.5,3,0.0,1,0,0,0
2682,37,11,35.0,2,0.8,3,0.0,1,0,0,0
2683,53,27,81.0,4,2.6,3,0.0,1,0,0,0
2684,51,25,19.0,1,1.4,3,98.0,1,0,0,0
2685,30,5,98.0,4,1.8,3,129.0,1,0,0,0
2686,28,2,101.0,4,2.1,3,0.0,1,0,0,0
2687,50,24,81.0,2,0.4,3,0.0,1,0,0,0
2688,52,27,135.0,1,0.6,1,252.5,0,0,1,0
2689,56,30,34.0,2,0.7,2,0.0,0,1,0,0
2690,40,16,104.0,1,3.4,1,249.0,0,0,1,0
2691,64,38,29.0,3,0.7,2,0.0,0,1,0,0
2692,61,36,119.0,2,5.2,2,0.0,0,1,0,1
2693,46,20,82.0,2,1.7,2,0.0,0,1,0,0
2694,55,29,62.0,1,0.2,1,0.0,0,0,1,0
2695,45,19,85.0,3,2.1,1,0.0,0,0,1,0
2696,40,15,8.0,2,0.1,2,0.0,0,1,0,0
2697,63,37,78.0,4,1.7,3,0.0,1,0,0,0
2698,57,32,44.0,3,0.5,2,0.0,0,1,0,0
2699,38,14,122.0,2,5.2,1,0.0,0,0,1,0
2700,37,11,22.0,3,0.1,2,114.0,0,1,0,0
2701,31,5,39.0,4,2.2,2,0.0,0,1,0,0
2702,50,26,55.0,1,1.6,2,0.0,0,1,0,0
2703,42,18,144.0,2,5.2,1,158.0,0,0,1,0
2704,51,27,71.0,1,2.6,2,0.0,0,1,0,0
2705,38,13,186.5,2,3.0,1,0.0,0,0,1,0
2706,53,26,22.0,1,0.5,2,100.0,0,1,0,0
2707,43,17,158.0,1,2.4,1,0.0,0,0,1,0
2708,35,9,131.0,3,0.3,3,0.0,1,0,0,1
2709,49,24,75.0,1,2.8,2,160.0,0,1,0,0
2710,28,4,69.0,3,0.7,2,170.0,0,1,0,0
2711,51,27,39.0,2,0.8,1,0.0,0,0,1,0
2712,39,14,34.0,4,1.7,1,0.0,0,0,1,0
2713,31,7,32.0,1,1.7,1,0.0,0,0,1,0
2714,44,18,129.0,1,5.2,1,0.0,0,0,1,0
2715,46,20,158.0,3,5.2,1,252.5,0,0,1,1
2716,42,18,54.0,1,1.8,1,0.0,0,0,1,0
2717,41,17,34.0,1,2.0,2,0.0,0,1,0,0
2718,23,-2,45.0,4,0.6,2,0.0,0,1,0,0
2719,59,33,68.0,2,2.3,3,0.0,1,0,0,0
2720,47,21,53.0,1,1.5,2,0.0,0,1,0,0
2721,48,23,32.0,1,0.1,1,0.0,0,0,1,0
2722,58,33,173.0,2,5.2,3,0.0,1,0,0,1
2723,58,34,31.0,4,0.4,1,0.0,0,0,1,0
2724,54,29,72.0,2,3.7,1,144.0,0,0,1,0
2725,49,24,30.0,4,0.4,2,157.0,0,1,0,0
2726,63,38,138.0,1,2.5,1,0.0,0,0,1,0
2727,62,37,18.0,1,1.5,2,127.0,0,1,0,0
2728,45,19,69.0,1,2.8,1,220.0,0,0,1,0
2729,39,13,58.0,3,2.1,1,247.0,0,0,1,0
2730,58,34,63.0,4,1.5,1,0.0,0,0,1,0
2731,56,30,43.0,2,0.3,1,0.0,0,0,1,0
2732,29,5,28.0,1,0.2,3,0.0,1,0,0,0
2733,33,9,38.0,1,2.1,3,133.0,1,0,0,0
2734,55,29,72.0,3,0.3,2,147.0,0,1,0,0
2735,56,31,64.0,4,0.9,1,0.0,0,0,1,0
2736,36,12,70.0,3,2.6,2,165.0,0,1,0,0
2737,53,29,12.0,1,0.3,1,0.0,0,0,1,0
2738,57,31,159.0,2,0.5,1,0.0,0,0,1,0
2739,35,9,103.0,2,4.5,3,0.0,1,0,0,0
2740,43,18,42.0,1,0.3,3,0.0,1,0,0,0
2741,54,29,48.0,2,2.1,3,142.0,1,0,0,0
2742,29,3,49.0,1,1.5,1,0.0,0,0,1,0
2743,39,14,89.0,2,0.4,1,0.0,0,0,1,0
2744,32,8,22.0,4,0.7,2,0.0,0,1,0,0
2745,51,27,10.0,2,0.2,1,86.0,0,0,1,0
2746,50,25,38.0,1,1.3,2,120.0,0,1,0,0
2747,54,29,49.0,2,2.1,3,95.0,1,0,0,0
2748,38,12,30.0,2,1.4,3,0.0,1,0,0,0
2749,32,7,82.0,1,2.6,2,240.0,0,1,0,0
2750,62,37,82.0,1,0.8,3,252.5,1,0,0,0
2751,57,33,24.0,1,0.1,2,0.0,0,1,0,0
2752,47,23,32.0,4,0.6,1,156.0,0,0,1,0
2753,51,25,34.0,3,0.9,3,111.0,1,0,0,0
2754,54,27,186.5,2,4.75,2,252.5,0,1,0,1
2755,26,1,61.0,4,2.2,1,119.0,0,0,1,0
2756,37,11,22.0,3,0.1,2,0.0,0,1,0,0
2757,27,0,40.0,4,1.0,3,0.0,1,0,0,0
2758,63,38,50.0,2,2.8,1,205.0,0,0,1,0
2759,62,36,35.0,2,0.7,3,0.0,1,0,0,0
2760,59,33,64.0,3,0.3,2,0.0,0,1,0,0
2761,32,7,49.0,3,2.3,1,0.0,0,0,1,0
2762,35,8,44.0,4,1.0,2,192.0,0,1,0,0
2763,56,31,65.0,2,3.7,1,0.0,0,0,1,0
2764,55,31,13.0,4,0.7,1,0.0,0,0,1,0
2765,31,5,84.0,1,2.9,3,105.0,1,0,0,0
2766,54,29,28.0,4,0.2,2,101.0,0,1,0,0
2767,58,32,108.0,3,4.4,1,0.0,0,0,1,0
2768,48,24,59.0,1,0.0,1,144.0,0,0,1,0
2769,48,22,163.0,1,2.4,1,252.5,0,0,1,0
2770,33,9,183.0,2,5.2,3,252.5,1,0,0,1
2771,36,6,69.0,4,4.0,3,0.0,1,0,0,0
2772,41,16,115.0,1,5.2,1,0.0,0,0,1,0
2773,55,31,130.0,4,5.2,1,0.0,0,0,1,1
2774,63,37,185.0,2,5.2,2,252.5,0,1,0,1
2775,53,29,118.0,2,0.3,1,0.0,0,0,1,0
2776,38,13,163.0,1,4.1,1,0.0,0,0,1,0
2777,46,20,140.0,2,5.2,1,252.5,0,0,1,0
2778,59,33,91.0,2,0.7,2,0.0,0,1,0,0
2779,56,31,61.0,4,1.3,3,0.0,1,0,0,0
2780,59,35,168.0,4,4.1,2,0.0,0,1,0,1
2781,39,13,69.0,3,0.9,2,0.0,0,1,0,0
2782,47,21,22.0,1,0.2,1,104.0,0,0,1,0
2783,47,22,53.0,1,0.3,1,213.0,0,0,1,0
2784,53,26,25.0,2,1.0,2,0.0,0,1,0,0
2785,36,9,115.0,4,2.2,2,0.0,0,1,0,1
2786,34,9,31.0,4,1.1,3,85.0,1,0,0,0
2787,36,10,83.0,1,2.8,3,0.0,1,0,0,0
2788,60,34,152.0,2,5.2,1,0.0,0,0,1,0
2789,45,20,30.0,1,0.1,1,0.0,0,0,1,0
2790,27,3,34.0,1,0.2,3,0.0,1,0,0,0
2791,47,22,44.0,1,1.4,3,0.0,1,0,0,0
2792,44,20,182.0,2,5.2,1,0.0,0,0,1,0
2793,54,30,44.0,3,1.5,1,117.0,0,0,1,0
2794,57,33,122.0,2,5.2,1,153.0,0,0,1,0
2795,52,26,35.0,4,1.8,1,0.0,0,0,1,0
2796,51,25,91.0,1,0.8,3,0.0,1,0,0,0
2797,57,32,30.0,2,2.0,2,0.0,0,1,0,0
2798,65,39,53.0,1,2.5,3,0.0,1,0,0,0
2799,58,33,28.0,1,0.3,3,0.0,1,0,0,0
2800,64,39,85.0,4,3.4,2,200.0,0,1,0,0
2801,52,26,28.0,2,0.7,2,90.0,0,1,0,0
2802,58,34,41.0,4,0.4,1,177.0,0,0,1,0
2803,52,22,154.0,1,5.0,3,0.0,1,0,0,1
2804,43,18,41.0,1,0.3,3,0.0,1,0,0,0
2805,56,32,33.0,3,1.5,1,0.0,0,0,1,0
2806,37,12,182.0,3,5.2,3,0.0,1,0,0,1
2807,53,27,59.0,2,0.8,3,0.0,1,0,0,0
2808,27,2,129.0,2,3.3,1,0.0,0,0,1,0
2809,53,27,35.0,3,0.9,3,136.0,1,0,0,0
2810,42,16,185.0,3,2.2,2,0.0,0,1,0,1
2811,58,34,45.0,4,1.3,2,201.0,0,1,0,0
2812,36,12,62.0,4,0.1,2,145.0,0,1,0,0
2813,53,28,183.0,3,5.2,3,252.5,1,0,0,1
2814,48,22,14.0,2,0.1,3,0.0,1,0,0,0
2815,54,28,53.0,1,2.2,3,0.0,1,0,0,0
2816,26,1,48.0,3,2.6,3,169.0,1,0,0,0
2817,50,26,128.0,2,0.4,1,0.0,0,0,1,0
2818,31,7,105.0,1,4.0,1,252.5,0,0,1,0
2819,35,9,40.0,3,0.9,1,0.0,0,0,1,0
2820,63,37,10.0,2,0.4,1,0.0,0,0,1,0
2821,29,4,102.0,2,3.3,1,252.5,0,0,1,0
2822,57,32,31.0,3,0.1,2,0.0,0,1,0,0
2823,30,5,30.0,4,0.8,1,158.0,0,0,1,0
2824,33,7,21.0,1,0.6,3,0.0,1,0,0,0
2825,62,36,44.0,2,0.3,1,0.0,0,0,1,0
2826,35,10,48.0,1,2.5,3,164.0,1,0,0,0
2827,37,11,21.0,3,0.2,2,0.0,0,1,0,0
2828,37,11,84.0,4,2.2,2,0.0,0,1,0,0
2829,35,10,64.0,3,0.7,2,230.0,0,1,0,0
2830,35,9,82.0,1,2.5,1,138.0,0,0,1,0
2831,59,35,39.0,4,1.3,1,0.0,0,0,1,0
2832,53,27,45.0,2,0.8,3,0.0,1,0,0,0
2833,45,21,133.0,4,5.2,3,0.0,1,0,0,1
2834,46,22,152.0,2,1.4,1,0.0,0,0,1,0
2835,40,16,12.0,1,1.0,1,91.0,0,0,1,0
2836,42,16,32.0,3,1.5,1,149.0,0,0,1,0
2837,25,1,74.0,4,2.6,1,204.0,0,0,1,0
2838,39,14,54.0,2,1.1,2,159.0,0,1,0,0
2839,30,6,181.0,3,4.1,2,0.0,0,1,0,1
2840,58,33,75.0,2,0.0,3,0.0,1,0,0,0
2841,41,15,95.0,3,0.1,1,240.0,0,0,1,0
2842,37,11,186.5,4,5.2,2,252.5,0,1,0,1
2843,36,11,90.0,1,2.8,1,0.0,0,0,1,0
2844,27,3,20.0,4,1.0,1,134.0,0,0,1,0
2845,60,34,64.0,3,2.2,3,0.0,1,0,0,0
2846,62,36,85.0,2,1.7,3,98.0,1,0,0,0
2847,67,43,105.0,4,1.7,2,0.0,0,1,0,0
2848,44,18,21.0,1,0.2,1,0.0,0,0,1,0
2849,24,-1,78.0,2,1.8,2,0.0,0,1,0,0
2850,45,21,158.0,2,5.2,1,132.0,0,0,1,0
2851,58,34,125.0,1,4.3,1,219.0,0,0,1,0
2852,61,36,81.0,3,1.8,2,0.0,0,1,0,0
2853,54,29,183.0,1,5.2,1,0.0,0,0,1,0
2854,28,3,54.0,4,0.6,2,0.0,0,1,0,0
2855,49,24,79.0,4,3.6,3,212.0,1,0,0,0
2856,35,11,38.0,1,1.5,2,136.0,0,1,0,0
2857,36,10,172.0,4,1.0,2,252.5,0,1,0,1
2858,34,8,184.0,3,5.2,1,0.0,0,0,1,1
2859,36,11,158.0,2,5.2,1,114.0,0,0,1,0
2860,35,11,186.5,1,0.9,3,252.5,1,0,0,1
2861,27,2,20.0,4,0.5,3,0.0,1,0,0,0
2862,42,18,60.0,4,0.2,3,151.0,1,0,0,0
2863,65,39,113.0,4,2.4,3,0.0,1,0,0,0
2864,29,5,70.0,4,0.0,1,0.0,0,0,1,0
2865,65,41,84.0,2,0.0,3,0.0,1,0,0,0
2866,59,33,23.0,2,0.2,3,0.0,1,0,0,0
2867,46,22,141.0,2,3.3,1,0.0,0,0,1,0
2868,59,33,110.0,3,4.4,1,252.5,0,0,1,0
2869,52,26,31.0,4,1.8,1,0.0,0,0,1,0
2870,60,35,22.0,1,1.3,1,80.0,0,0,1,0
2871,43,17,91.0,1,5.2,1,0.0,0,0,1,0
2872,65,39,82.0,4,2.4,3,252.0,1,0,0,0
2873,50,26,23.0,1,0.3,1,0.0,0,0,1,0
2874,48,23,35.0,1,0.1,1,0.0,0,0,1,0
2875,49,25,114.0,1,2.5,3,0.0,1,0,0,1
2876,58,33,18.0,3,0.1,2,0.0,0,1,0,0
2877,24,-2,80.0,2,1.6,3,238.0,1,0,0,0
2878,58,32,74.0,2,2.3,3,0.0,1,0,0,0
2879,45,19,122.0,4,4.1,2,0.0,0,1,0,1
2880,42,15,73.0,3,2.3333333333333335,2,0.0,0,1,0,0
2881,64,40,40.0,2,1.1,1,0.0,0,0,1,0
2882,49,25,55.0,4,0.1,3,0.0,1,0,0,0
2883,55,31,69.0,1,2.7,2,0.0,0,1,0,0
2884,40,14,92.0,4,1.4,2,0.0,0,1,0,0
2885,28,2,48.0,4,2.1,3,0.0,1,0,0,0
2886,57,31,113.0,4,0.6,3,252.5,1,0,0,1
2887,50,25,58.0,1,1.3,2,0.0,0,1,0,0
2888,40,16,109.0,2,2.2,1,0.0,0,0,1,0
2889,55,28,39.0,3,1.0,2,0.0,0,1,0,0
2890,53,29,33.0,3,1.9,2,144.0,0,1,0,0
2891,48,24,18.0,4,0.2,1,0.0,0,0,1,0
2892,59,33,63.0,1,1.6,1,0.0,0,0,1,0
2893,58,32,43.0,1,2.8,2,0.0,0,1,0,0
2894,38,14,70.0,4,2.0,3,0.0,1,0,0,0
2895,49,25,19.0,1,0.9,3,0.0,1,0,0,0
2896,60,36,39.0,4,1.3,2,140.0,0,1,0,0
2897,54,28,81.0,3,0.8,1,0.0,0,0,1,0
2898,28,2,34.0,4,1.3,3,0.0,1,0,0,0
2899,27,1,140.0,1,5.2,2,175.0,0,1,0,1
2900,42,18,114.0,1,0.3,1,0.0,0,0,1,0
2901,52,28,55.0,2,3.2,3,151.0,1,0,0,0
2902,54,30,21.0,1,0.1,2,76.0,0,1,0,0
2903,56,30,50.0,4,2.8,2,0.0,0,1,0,0
2904,58,34,41.0,3,1.5,1,0.0,0,0,1,0
2905,56,32,186.5,3,2.2,1,0.0,0,0,1,1
2906,64,40,8.0,2,0.3,3,0.0,1,0,0,0
2907,35,8,55.0,2,1.6666666666666667,2,0.0,0,1,0,0
2908,45,20,40.0,2,1.3,1,0.0,0,0,1,0
2909,57,32,22.0,3,0.1,2,0.0,0,1,0,0
2910,35,8,44.0,2,1.6666666666666667,2,0.0,0,1,0,0
2911,46,22,102.0,3,4.5,3,0.0,1,0,0,1
2912,30,4,54.0,4,1.8,3,235.0,1,0,0,0
2913,44,20,130.0,4,3.2,2,0.0,0,1,0,1
2914,39,12,75.0,3,2.3333333333333335,2,0.0,0,1,0,0
2915,42,18,42.0,2,1.7,1,0.0,0,0,1,0
2916,34,9,133.0,1,3.8,1,0.0,0,0,1,0
2917,46,20,40.0,1,1.2,2,0.0,0,1,0,0
2918,55,31,34.0,3,1.5,1,101.0,0,0,1,0
2919,28,3,142.0,1,0.8,1,0.0,0,0,1,0
2920,35,10,64.0,3,2.3,1,0.0,0,0,1,0
2921,60,35,44.0,2,1.6,3,170.0,1,0,0,0
2922,50,24,95.0,1,0.3,1,252.5,0,0,1,0
2923,52,26,49.0,1,1.4,3,0.0,1,0,0,0
2924,51,27,12.0,2,0.2,1,0.0,0,0,1,0
2925,51,26,98.0,1,1.3,3,0.0,1,0,0,0
2926,59,35,42.0,4,0.4,1,0.0,0,0,1,0
2927,53,28,44.0,2,0.6,3,0.0,1,0,0,0
2928,43,17,124.0,1,5.2,1,0.0,0,0,1,0
2929,31,6,175.0,2,5.2,1,0.0,0,0,1,0
2930,32,6,22.0,4,0.3,1,0.0,0,0,1,0
2931,41,17,78.0,4,2.6666666666666665,1,99.0,0,0,1,0
2932,31,4,54.0,2,1.0,2,109.0,0,1,0,0
2933,41,16,154.0,1,5.2,1,0.0,0,0,1,0
2934,47,22,42.0,3,2.7,2,0.0,0,1,0,0
2935,37,13,186.5,2,5.2,1,252.5,0,0,1,0
2936,53,23,80.0,1,3.0,3,0.0,1,0,0,0
2937,49,22,81.0,3,2.0,2,0.0,0,1,0,0
2938,62,36,89.0,2,2.0,1,0.0,0,0,1,0
2939,33,9,61.0,3,2.6,2,0.0,0,1,0,0
