ID,Age,Experience,Income,Family,CCAvg,Education,Mortgage,Personal Loan,Education_cat
2386,43,17,125.0,4,3.5,2,0.0,Yes,Graduate
2387,31,5,72.0,3,1.6,1,0.0,No,Undergrad
2388,28,2,51.0,4,1.8,3,0.0,No,Advanced/Professional
2389,64,39,23.0,3,0.5,1,0.0,No,Undergrad
2390,27,1,41.0,1,1.9,3,0.0,No,Advanced/Professional
2391,33,9,41.0,3,2.0,1,108.0,No,Undergrad
2392,39,12,138.0,1,4.666666666666667,2,0.0,Yes,Graduate
2393,44,20,138.0,2,3.3,1,0.0,No,Undergrad
2394,53,28,14.0,4,0.8,1,0.0,No,Undergrad
2395,42,18,145.0,2,5.2,1,252.5,No,Undergrad
2396,44,17,25.0,3,1.0,2,0.0,No,Graduate
2397,34,10,43.0,1,1.7,1,142.0,No,Undergrad
2398,47,22,93.0,1,0.2,2,252.5,No,Graduate
2399,53,29,90.0,2,0.3,1,217.0,No,Undergrad
2400,62,36,41.0,2,1.0,3,154.0,No,Advanced/Professional
2401,61,36,169.0,2,5.2,3,106.0,Yes,Advanced/Professional
2402,42,17,63.0,2,2.2,3,0.0,No,Advanced/Professional
2403,48,21,23.0,3,0.6666666666666666,2,95.0,No,Graduate
2404,38,13,140.0,4,0.5,1,0.0,Yes,Undergrad
2405,41,15,75.0,1,1.5,3,0.0,No,Advanced/Professional
2406,57,32,13.0,4,0.9,2,78.0,No,Graduate
2407,31,7,10.0,1,0.5,3,81.0,No,Advanced/Professional
2408,39,15,100.0,1,0.8,2,0.0,No,Graduate
2409,48,22,85.0,3,1.1,1,203.0,No,Undergrad
2410,55,31,73.0,3,2.6666666666666665,1,219.0,No,Undergrad
2411,29,4,130.0,2,5.2,1,0.0,No,Undergrad
2412,47,22,65.0,3,2.7,2,0.0,No,Graduate
2413,61,36,59.0,4,1.7,1,148.0,No,Undergrad
2414,60,34,31.0,2,1.0,3,0.0,No,Advanced/Professional
2415,34,10,134.0,1,4.0,1,0.0,No,Undergrad
2416,45,21,11.0,4,0.2,1,106.0,No,Undergrad
2417,60,35,32.0,1,0.3,3,80.0,No,Advanced/Professional
2418,25,0,53.0,2,1.6,3,0.0,No,Advanced/Professional
2419,41,17,28.0,1,0.7,1,0.0,No,Undergrad
2420,63,37,44.0,2,1.0,3,0.0,No,Advanced/Professional
2421,63,39,40.0,1,0.8,1,118.0,No,Undergrad
2422,43,19,40.0,3,0.6,2,0.0,No,Graduate
2423,58,32,163.0,2,0.5,1,252.5,No,Undergrad
2424,50,25,82.0,1,1.3,3,0.0,No,Advanced/Professional
2425,38,12,89.0,4,1.4,2,0.0,No,Graduate
2426,54,30,78.0,4,1.6,2,0.0,No,Graduate
2427,61,36,55.0,3,0.9,3,197.0,No,Advanced/Professional
2428,29,5,34.0,4,0.4,2,0.0,No,Graduate
2429,39,12,108.0,4,3.6666666666666665,2,252.5,Yes,Graduate
2430,33,7,58.0,4,2.2,2,0.0,No,Graduate
2431,23,-1,73.0,4,2.6,1,0.0,No,Undergrad
2432,56,31,54.0,4,2.1,1,0.0,No,Undergrad
2433,54,30,45.0,4,0.9,2,0.0,No,Graduate
2434,37,11,123.0,1,2.3,2,0.0,Yes,Graduate
2435,38,12,93.0,1,5.2,1,252.5,No,Undergrad
2436,34,9,102.0,4,2.2,2,0.0,No,Graduate
2437,53,29,39.0,3,1.5,1,0.0,No,Undergrad
2438,65,40,114.0,4,3.4,2,0.0,No,Graduate
2439,62,37,29.0,1,0.3,3,0.0,No,Advanced/Professional
2440,51,25,30.0,3,0.6,2,144.0,No,Graduate
2441,31,5,22.0,1,0.6,3,0.0,No,Advanced/Professional
2442,64,38,38.0,2,0.3,1,186.0,No,Undergrad
2443,39,15,41.0,2,1.7,1,0.0,No,Undergrad
2444,28,3,161.0,4,1.7,3,252.5,Yes,Advanced/Professional
2445,60,35,38.0,3,0.5,2,0.0,No,Graduate
2446,47,23,25.0,1,0.9,3,0.0,No,Advanced/Professional
2447,25,1,70.0,4,2.6,1,218.0,No,Undergrad
2448,44,19,186.5,2,5.2,1,0.0,No,Undergrad
2449,51,26,42.0,2,0.6,3,0.0,No,Advanced/Professional
2450,31,7,64.0,1,1.2,1,0.0,No,Undergrad
2451,32,7,28.0,4,1.1,3,0.0,No,Advanced/Professional
2452,51,25,119.0,1,4.9,1,208.0,No,Undergrad
2453,25,1,28.0,1,1.0,3,0.0,No,Advanced/Professional
2454,43,19,60.0,3,2.1,3,0.0,No,Advanced/Professional
2455,54,29,23.0,1,1.5,2,0.0,No,Graduate
2456,34,8,164.0,4,5.2,3,0.0,Yes,Advanced/Professional
2457,54,30,39.0,2,0.8,1,0.0,No,Undergrad
2458,42,17,19.0,2,0.0,3,85.0,No,Advanced/Professional
2459,46,20,72.0,2,0.8,3,0.0,No,Advanced/Professional
2460,62,37,41.0,3,0.9,3,0.0,No,Advanced/Professional
2461,31,5,32.0,2,0.3,2,130.0,No,Graduate
2462,30,5,69.0,1,0.8,2,0.0,No,Graduate
2463,52,28,23.0,3,0.4,1,0.0,No,Undergrad
2464,35,9,44.0,4,0.2,1,0.0,No,Undergrad
2465,60,36,32.0,3,0.4,2,165.0,No,Graduate
2466,58,34,25.0,2,0.3,1,123.0,No,Undergrad
2467,24,-2,80.0,2,1.6,3,0.0,No,Advanced/Professional
2468,40,16,83.0,1,0.8,2,230.0,No,Graduate
2469,49,23,133.0,1,5.2,1,0.0,No,Undergrad
2470,43,18,89.0,1,0.1,2,252.5,No,Graduate
2471,33,7,81.0,2,4.5,3,187.0,No,Advanced/Professional
2472,36,11,44.0,2,1.1,2,85.0,No,Graduate
2473,62,36,119.0,2,2.0,1,0.0,No,Undergrad
2474,57,32,39.0,4,0.9,1,147.0,No,Undergrad
2475,64,38,40.0,2,1.0,3,0.0,No,Advanced/Professional
2476,52,26,79.0,3,0.8,1,183.0,No,Undergrad
2477,54,28,30.0,4,0.7,2,0.0,No,Graduate
2478,40,14,179.0,1,2.6,3,0.0,Yes,Advanced/Professional
2479,30,5,178.0,2,5.2,1,0.0,No,Undergrad
2480,55,30,82.0,4,3.8,2,0.0,No,Graduate
2481,39,13,50.0,2,2.4,2,0.0,No,Graduate
2482,55,30,64.0,2,1.9,2,0.0,No,Graduate
2483,28,4,129.0,1,1.5,1,0.0,No,Undergrad
2484,44,18,68.0,4,2.9,1,0.0,No,Undergrad
2485,46,21,30.0,1,1.4,3,112.0,No,Advanced/Professional
2486,61,36,48.0,3,1.5,1,0.0,No,Undergrad
2487,61,36,130.0,1,1.3,1,252.5,No,Undergrad
2488,45,20,40.0,1,0.5,3,0.0,No,Advanced/Professional
2489,38,14,105.0,2,1.9,1,0.0,No,Undergrad
2490,29,3,41.0,4,0.2,1,0.0,No,Undergrad
2491,52,28,168.0,3,5.2,3,118.0,Yes,Advanced/Professional
2492,38,14,80.0,2,2.7,1,0.0,No,Undergrad
2493,28,3,134.0,2,3.1,1,0.0,No,Undergrad
2494,34,9,49.0,1,2.5,3,0.0,No,Advanced/Professional
2495,35,9,63.0,2,1.8,1,0.0,No,Undergrad
2496,46,22,70.0,4,1.9,1,212.0,No,Undergrad
2497,63,37,32.0,3,0.7,2,141.0,No,Graduate
2498,33,9,14.0,3,0.9,3,114.0,No,Advanced/Professional
2499,38,14,111.0,2,5.2,1,252.5,No,Undergrad
2500,53,27,38.0,4,2.8,2,144.0,No,Graduate
2501,28,2,121.0,2,2.0,1,252.5,No,Undergrad
2502,44,18,90.0,4,2.6,3,0.0,No,Advanced/Professional
2503,58,31,178.0,2,5.2,2,0.0,Yes,Graduate
2504,38,14,20.0,4,0.4,2,79.0,No,Graduate
2505,48,24,61.0,2,1.7,1,229.0,No,Undergrad
2506,33,7,43.0,4,0.8,1,0.0,No,Undergrad
2507,66,42,39.0,1,1.9,2,0.0,No,Graduate
2508,59,34,60.0,4,2.1,1,234.0,No,Undergrad
2509,40,15,63.0,3,3.0,1,0.0,No,Undergrad
2510,36,11,8.0,4,0.2,3,81.0,No,Advanced/Professional
2511,62,38,52.0,4,1.3,2,0.0,No,Graduate
2512,51,27,92.0,4,3.0,1,0.0,Yes,Undergrad
2513,58,32,111.0,2,1.4,1,252.5,No,Undergrad
2514,52,26,71.0,1,1.4,3,0.0,No,Advanced/Professional
2515,41,16,25.0,2,0.1,2,91.0,No,Graduate
2516,31,5,34.0,1,1.9,3,156.0,No,Advanced/Professional
2517,28,3,74.0,3,2.6,3,0.0,No,Advanced/Professional
2518,57,31,120.0,2,2.0,1,0.0,No,Undergrad
2519,61,37,50.0,4,1.3,2,0.0,No,Graduate
2520,60,36,10.0,2,1.0,1,0.0,No,Undergrad
2521,56,29,45.0,4,2.5,2,113.0,No,Graduate
2522,49,23,29.0,4,1.8,1,0.0,No,Undergrad
2523,63,37,145.0,2,5.2,1,0.0,No,Undergrad
2524,49,23,100.0,2,5.2,1,0.0,No,Undergrad
2525,49,25,24.0,3,0.4,1,0.0,No,Undergrad
2526,32,8,60.0,1,1.2,1,0.0,No,Undergrad
2527,26,1,50.0,4,0.6,2,0.0,No,Graduate
2528,27,1,43.0,3,1.1,2,0.0,No,Graduate
2529,57,31,79.0,3,4.4,1,0.0,No,Undergrad
2530,29,5,44.0,3,0.1,2,0.0,No,Graduate
2531,56,30,31.0,4,1.5,3,0.0,No,Advanced/Professional
2532,59,35,14.0,2,1.0,1,107.0,No,Undergrad
2533,53,28,19.0,4,0.8,1,106.0,No,Undergrad
2534,54,29,111.0,1,1.1,2,0.0,Yes,Graduate
2535,56,30,90.0,1,1.9,2,0.0,No,Graduate
2536,50,25,21.0,2,0.7,3,129.0,No,Advanced/Professional
2537,51,25,104.0,1,4.2,2,0.0,Yes,Graduate
2538,53,27,75.0,1,1.9,2,0.0,No,Graduate
2539,37,12,175.0,2,5.2,1,252.5,No,Undergrad
2540,32,7,98.0,1,4.2,1,171.0,Yes,Undergrad
2541,49,23,41.0,4,0.1,1,153.0,No,Undergrad
2542,34,8,171.0,2,2.2,2,252.5,Yes,Graduate
2543,54,30,79.0,4,1.6,2,0.0,No,Graduate
2544,64,39,24.0,4,0.6,2,0.0,No,Graduate
2545,58,34,90.0,1,3.6,2,0.0,Yes,Graduate
2546,25,-1,39.0,3,2.4,2,0.0,No,Graduate
2547,50,25,9.0,2,0.0,1,0.0,No,Undergrad
2548,38,13,15.0,2,0.1,2,90.0,No,Graduate
2549,48,24,80.0,1,2.7,1,0.0,No,Undergrad
2550,41,15,63.0,1,0.7,3,79.0,No,Advanced/Professional
2551,32,8,20.0,1,0.5,3,102.0,No,Advanced/Professional
2552,46,22,43.0,2,2.1,3,0.0,No,Advanced/Professional
2553,39,15,65.0,1,1.5,3,0.0,No,Advanced/Professional
2554,39,15,91.0,2,1.7,2,151.0,No,Graduate
2555,63,39,53.0,1,0.8,1,0.0,No,Undergrad
2556,58,32,110.0,3,1.7,2,0.0,No,Graduate
2557,28,4,82.0,3,1.5,1,103.0,No,Undergrad
2558,36,11,23.0,4,0.2,3,0.0,No,Advanced/Professional
2559,43,19,172.0,2,5.2,1,0.0,No,Undergrad
2560,36,12,88.0,2,2.7,1,0.0,No,Undergrad
2561,44,18,71.0,2,0.8,3,0.0,No,Advanced/Professional
2562,31,5,180.0,1,2.9,3,144.0,Yes,Advanced/Professional
2563,45,21,39.0,2,2.1,3,184.0,No,Advanced/Professional
2564,39,13,94.0,1,1.5,3,0.0,No,Advanced/Professional
2565,43,16,25.0,3,1.0,2,0.0,No,Graduate
2566,40,15,10.0,2,0.0,3,102.0,No,Advanced/Professional
2567,30,5,42.0,1,1.0,1,184.0,No,Undergrad
2568,58,33,142.0,2,3.9,1,0.0,No,Undergrad
2569,46,21,34.0,2,1.3,1,0.0,No,Undergrad
2570,35,10,139.0,1,4.6,1,0.0,No,Undergrad
2571,30,4,154.0,2,4.5,1,207.0,No,Undergrad
2572,34,8,40.0,2,2.0,3,89.0,No,Advanced/Professional
2573,62,32,33.0,1,1.5,3,140.0,No,Advanced/Professional
2574,58,34,80.0,2,1.6,1,0.0,No,Undergrad
2575,45,18,10.0,3,0.6666666666666666,2,100.0,No,Graduate
2576,42,16,41.0,3,0.5,3,0.0,No,Advanced/Professional
2577,60,36,30.0,4,1.3,1,118.0,No,Undergrad
2578,55,29,78.0,1,0.8,3,190.0,No,Advanced/Professional
2579,45,21,164.0,1,5.0,1,0.0,No,Undergrad
2580,52,27,23.0,1,0.4,3,0.0,No,Advanced/Professional
2581,31,7,149.0,1,5.2,1,0.0,No,Undergrad
2582,60,34,25.0,4,0.7,3,0.0,No,Advanced/Professional
2583,33,9,42.0,1,2.1,3,0.0,No,Advanced/Professional
2584,37,11,71.0,1,2.5,1,185.0,No,Undergrad
2585,59,34,114.0,3,4.2,2,0.0,Yes,Graduate
2586,51,26,70.0,1,2.8,2,0.0,No,Graduate
2587,47,23,149.0,4,5.2,1,0.0,Yes,Undergrad
2588,60,33,55.0,4,2.5,2,0.0,No,Graduate
2589,61,36,29.0,1,1.3,1,0.0,No,Undergrad
2590,64,40,123.0,1,3.8,1,0.0,No,Undergrad
2591,46,20,152.0,1,5.2,3,252.5,Yes,Advanced/Professional
2592,31,7,8.0,4,0.7,2,0.0,No,Graduate
2593,57,32,69.0,4,0.7,1,245.0,No,Undergrad
2594,48,23,161.0,4,5.2,3,252.5,Yes,Advanced/Professional
2595,48,23,79.0,1,0.2,2,0.0,No,Graduate
2596,35,10,105.0,1,4.6,1,0.0,No,Undergrad
2597,33,8,39.0,3,2.3,1,0.0,No,Undergrad
2598,47,23,163.0,1,5.0,1,0.0,No,Undergrad
2599,46,20,9.0,1,0.2,1,0.0,No,Undergrad
2600,44,20,71.0,4,2.0,3,0.0,No,Advanced/Professional
2601,42,18,51.0,3,2.1,3,0.0,No,Advanced/Professional
2602,50,24,32.0,1,1.4,3,167.0,No,Advanced/Professional
2603,52,26,161.0,4,4.3,1,0.0,Yes,Undergrad
2604,53,27,60.0,1,0.2,1,0.0,No,Undergrad
2605,37,10,35.0,4,1.0,2,0.0,No,Graduate
2606,64,40,41.0,4,1.2,2,0.0,No,Graduate
2607,46,22,73.0,2,1.7,1,216.0,No,Undergrad
2608,57,33,49.0,4,1.5,1,214.0,No,Undergrad
2609,61,35,79.0,2,2.0,1,194.0,No,Undergrad
2610,42,18,120.0,2,5.2,1,0.0,No,Undergrad
2611,40,16,60.0,2,3.2,1,0.0,No,Undergrad
2612,33,8,78.0,3,0.6,2,0.0,No,Graduate
2613,50,26,40.0,4,1.1,2,131.0,No,Graduate
2614,52,26,110.0,2,5.2,3,204.0,Yes,Advanced/Professional
2615,35,11,160.0,4,5.2,3,0.0,Yes,Advanced/Professional
2616,57,32,68.0,4,0.7,1,191.0,No,Undergrad
2617,56,31,49.0,2,1.6,3,103.0,No,Advanced/Professional
2618,44,20,65.0,2,2.5,1,0.0,No,Undergrad
2619,23,-3,55.0,3,2.4,2,145.0,No,Graduate
2620,33,8,62.0,3,2.3,1,98.0,No,Undergrad
2621,48,22,152.0,1,0.0,1,0.0,No,Undergrad
2622,45,18,42.0,3,2.5,2,0.0,No,Graduate
2623,54,28,39.0,4,0.7,2,0.0,No,Graduate
2624,42,17,111.0,3,3.0,1,0.0,Yes,Undergrad
2625,47,21,82.0,3,2.1,1,0.0,No,Undergrad
2626,61,36,108.0,4,3.4,2,0.0,No,Graduate
2627,53,27,59.0,2,0.8,3,0.0,No,Advanced/Professional
2628,56,30,61.0,3,2.5,1,193.0,No,Undergrad
2629,33,6,78.0,4,2.0,2,0.0,No,Graduate
2630,44,18,18.0,2,0.1,3,0.0,No,Advanced/Professional
2631,63,37,113.0,4,1.7,3,0.0,No,Advanced/Professional
2632,47,20,62.0,1,2.6666666666666665,2,0.0,No,Graduate
2633,50,24,81.0,1,4.9,1,248.0,No,Undergrad
2634,49,25,13.0,3,0.4,1,106.0,No,Undergrad
2635,34,9,75.0,1,2.8,1,194.0,No,Undergrad
2636,40,14,33.0,2,0.8,3,89.0,No,Advanced/Professional
2637,38,13,179.0,1,4.1,1,0.0,No,Undergrad
2638,51,26,69.0,3,2.0,2,0.0,No,Graduate
2639,28,4,45.0,1,1.0,3,0.0,No,Advanced/Professional
2640,52,26,59.0,3,3.0,2,0.0,No,Graduate
2641,39,13,81.0,2,2.8,1,0.0,No,Undergrad
2642,29,5,133.0,1,5.2,1,212.0,No,Undergrad
2643,54,29,81.0,2,0.0,3,0.0,No,Advanced/Professional
2644,63,38,14.0,4,0.4,2,86.0,No,Graduate
2645,40,14,28.0,2,0.8,3,0.0,No,Advanced/Professional
2646,36,12,93.0,2,2.2,1,0.0,No,Undergrad
2647,45,20,186.5,3,2.6,3,123.0,Yes,Advanced/Professional
2648,61,37,155.0,1,2.9,1,0.0,No,Undergrad
2649,26,0,155.0,2,5.2,1,0.0,No,Undergrad
2650,33,8,68.0,4,1.3,1,0.0,No,Undergrad
2651,64,40,52.0,2,1.1,1,226.0,No,Undergrad
2652,43,17,51.0,1,0.7,3,0.0,No,Advanced/Professional
2653,24,0,44.0,4,1.6,1,180.0,No,Undergrad
2654,30,5,121.0,2,3.1,1,252.5,No,Undergrad
2655,60,36,49.0,4,2.2,1,204.0,No,Undergrad
2656,50,26,42.0,2,1.0,3,78.0,No,Advanced/Professional
2657,40,15,144.0,1,4.1,1,0.0,No,Undergrad
2658,31,6,72.0,1,2.6,2,0.0,No,Graduate
2659,30,4,44.0,1,1.5,1,109.0,No,Undergrad
2660,60,35,43.0,3,0.9,3,175.0,No,Advanced/Professional
2661,39,14,74.0,1,0.1,2,144.0,No,Graduate
2662,66,41,145.0,1,2.5,1,0.0,No,Undergrad
2663,65,41,158.0,2,2.1,1,0.0,No,Undergrad
2664,54,28,78.0,4,4.9,1,0.0,No,Undergrad
2665,54,29,154.0,1,2.4,2,252.5,Yes,Graduate
2666,35,9,105.0,2,4.5,3,0.0,No,Advanced/Professional
2667,32,7,100.0,3,0.6,2,0.0,No,Graduate
2668,63,39,58.0,1,0.0,2,0.0,No,Graduate
2669,60,35,113.0,1,0.9,1,252.5,No,Undergrad
2670,43,18,10.0,2,0.1,2,0.0,No,Graduate
2671,59,33,142.0,2,2.7,1,0.0,No,Undergrad
2672,62,37,128.0,1,2.5,1,0.0,No,Undergrad
2673,30,5,131.0,3,0.5,3,0.0,Yes,Advanced/Professional
2674,54,30,88.0,4,1.0,2,122.0,No,Graduate
2675,30,6,101.0,2,0.6,1,0.0,No,Undergrad
2676,31,1,70.0,2,1.75,3,0.0,No,Advanced/Professional
2677,44,20,122.0,1,0.3,1,0.0,No,Undergrad
2678,32,8,70.0,3,1.5,1,0.0,No,Undergrad
2679,63,38,148.0,2,4.3,3,0.0,Yes,Advanced/Professional
2680,57,32,43.0,2,2.1,3,166.0,No,Advanced/Professional
2681,60,30,31.0,1,1.5,3,0.0,No,Advanced/Professional
2682,37,11,35.0,2,0.8,3,0.0,No,Advanced/Professional
2683,53,27,81.0,4,2.6,3,0.0,No,Advanced/Professional
2684,51,25,19.0,1,1.4,3,98.0,No,Advanced/Professional
2685,30,5,98.0,4,1.8,3,129.0,No,Advanced/Professional
2686,28,2,101.0,4,2.1,3,0.0,No,Advanced/Professional
2687,50,24,81.0,2,0.4,3,0.0,No,Advanced/Professional
2688,52,27,135.0,1,0.6,1,252.5,No,Undergrad
2689,56,30,34.0,2,0.7,2,0.0,No,Graduate
2690,40,16,104.0,1,3.4,1,249.0,No,Undergrad
2691,64,38,29.0,3,0.7,2,0.0,No,Graduate
2692,61,36,119.0,2,5.2,2,0.0,Yes,Graduate
2693,46,20,82.0,2,1.7,2,0.0,No,Graduate
2694,55,29,62.0,1,0.2,1,0.0,No,Undergrad
2695,45,19,85.0,3,2.1,1,0.0,No,Undergrad
2696,40,15,8.0,2,0.1,2,0.0,No,Graduate
2697,63,37,78.0,4,1.7,3,0.0,No,Advanced/Professional
2698,57,32,44.0,3,0.5,2,0.0,No,Graduate
2699,38,14,122.0,2,5.2,1,0.0,No,Undergrad
2700,37,11,22.0,3,0.1,2,114.0,No,Graduate
2701,31,5,39.0,4,2.2,2,0.0,No,Graduate
2702,50,26,55.0,1,1.6,2,0.0,No,Graduate
2703,42,18,144.0,2,5.2,1,158.0,No,Undergrad
2704,51,27,71.0,1,2.6,2,0.0,No,Graduate
2705,38,13,186.5,2,3.0,1,0.0,No,Undergrad
2706,53,26,22.0,1,0.5,2,100.0,No,Graduate
2707,43,17,158.0,1,2.4,1,0.0,No,Undergrad
2708,35,9,131.0,3,0.3,3,0.0,Yes,Advanced/Professional
2709,49,24,75.0,1,2.8,2,160.0,No,Graduate
2710,28,4,69.0,3,0.7,2,170.0,No,Graduate
2711,51,27,39.0,2,0.8,1,0.0,No,Undergrad
2712,39,14,34.0,4,1.7,1,0.0,No,Undergrad
2713,31,7,32.0,1,1.7,1,0.0,No,Undergrad
2714,44,18,129.0,1,5.2,1,0.0,No,Undergrad
2715,46,20,158.0,3,5.2,1,252.5,Yes,Undergrad
2716,42,18,54.0,1,1.8,1,0.0,No,Undergrad
2717,41,17,34.0,1,2.0,2,0.0,No,Graduate
2718,23,-2,45.0,4,0.6,2,0.0,No,Graduate
2719,59,33,68.0,2,2.3,3,0.0,No,Advanced/Professional
2720,47,21,53.0,1,1.5,2,0.0,No,Graduate
2721,48,23,32.0,1,0.1,1,0.0,No,Undergrad
2722,58,33,173.0,2,5.2,3,0.0,Yes,Advanced/Professional
2723,58,34,31.0,4,0.4,1,0.0,No,Undergrad
2724,54,29,72.0,2,3.7,1,144.0,No,Undergrad
2725,49,24,30.0,4,0.4,2,157.0,No,Graduate
2726,63,38,138.0,1,2.5,1,0.0,No,Undergrad
2727,62,37,18.0,1,1.5,2,127.0,No,Graduate
2728,45,19,69.0,1,2.8,1,220.0,No,Undergrad
2729,39,13,58.0,3,2.1,1,247.0,No,Undergrad
2730,58,34,63.0,4,1.5,1,0.0,No,Undergrad
2731,56,30,43.0,2,0.3,1,0.0,No,Undergrad
2732,29,5,28.0,1,0.2,3,0.0,No,Advanced/Professional
2733,33,9,38.0,1,2.1,3,133.0,No,Advanced/Professional
2734,55,29,72.0,3,0.3,2,147.0,No,Graduate
2735,56,31,64.0,4,0.9,1,0.0,No,Undergrad
2736,36,12,70.0,3,2.6,2,165.0,No,Graduate
2737,53,29,12.0,1,0.3,1,0.0,No,Undergrad
2738,57,31,159.0,2,0.5,1,0.0,No,Undergrad
2739,35,9,103.0,2,4.5,3,0.0,No,Advanced/Professional
2740,43,18,42.0,1,0.3,3,0.0,No,Advanced/Professional
2741,54,29,48.0,2,2.1,3,142.0,No,Advanced/Professional
2742,29,3,49.0,1,1.5,1,0.0,No,Undergrad
2743,39,14,89.0,2,0.4,1,0.0,No,Undergrad
2744,32,8,22.0,4,0.7,2,0.0,No,Graduate
2745,51,27,10.0,2,0.2,1,86.0,No,Undergrad
2746,50,25,38.0,1,1.3,2,120.0,No,Graduate
2747,54,29,49.0,2,2.1,3,95.0,No,Advanced/Professional
2748,38,12,30.0,2,1.4,3,0.0,No,Advanced/Professional
2749,32,7,82.0,1,2.6,2,240.0,No,Graduate
2750,62,37,82.0,1,0.8,3,252.5,No,Advanced/Professional
2751,57,33,24.0,1,0.1,2,0.0,No,Graduate
2752,47,23,32.0,4,0.6,1,156.0,No,Undergrad
2753,51,25,34.0,3,0.9,3,111.0,No,Advanced/Professional
2754,54,27,186.5,2,4.75,2,252.5,Yes,Graduate
2755,26,1,61.0,4,2.2,1,119.0,No,Undergrad
2756,37,11,22.0,3,0.1,2,0.0,No,Graduate
2757,27,0,40.0,4,1.0,3,0.0,No,Advanced/Professional
2758,63,38,50.0,2,2.8,1,205.0,No,Undergrad
2759,62,36,35.0,2,0.7,3,0.0,No,Advanced/Professional
2760,59,33,64.0,3,0.3,2,0.0,No,Graduate
2761,32,7,49.0,3,2.3,1,0.0,No,Undergrad
2762,35,8,44.0,4,1.0,2,192.0,No,Graduate
2763,56,31,65.0,2,3.7,1,0.0,No,Undergrad
2764,55,31,13.0,4,0.7,1,0.0,No,Undergrad
2765,31,5,84.0,1,2.9,3,105.0,No,Advanced/Professional
2766,54,29,28.0,4,0.2,2,101.0,No,Graduate
2767,58,32,108.0,3,4.4,1,0.0,No,Undergrad
2768,48,24,59.0,1,0.0,1,144.0,No,Undergrad
2769,48,22,163.0,1,2.4,1,252.5,No,Undergrad
2770,33,9,183.0,2,5.2,3,252.5,Yes,Advanced/Professional
2771,36,6,69.0,4,4.0,3,0.0,No,Advanced/Professional
2772,41,16,115.0,1,5.2,1,0.0,No,Undergrad
2773,55,31,130.0,4,5.2,1,0.0,Yes,Undergrad
2774,63,37,185.0,2,5.2,2,252.5,Yes,Graduate
2775,53,29,118.0,2,0.3,1,0.0,No,Undergrad
2776,38,13,163.0,1,4.1,1,0.0,No,Undergrad
2777,46,20,140.0,2,5.2,1,252.5,No,Undergrad
2778,59,33,91.0,2,0.7,2,0.0,No,Graduate
2779,56,31,61.0,4,1.3,3,0.0,No,Advanced/Professional
2780,59,35,168.0,4,4.1,2,0.0,Yes,Graduate
2781,39,13,69.0,3,0.9,2,0.0,No,Graduate
2782,47,21,22.0,1,0.2,1,104.0,No,Undergrad
2783,47,22,53.0,1,0.3,1,213.0,No,Undergrad
2784,53,26,25.0,2,1.0,2,0.0,No,Graduate
2785,36,9,115.0,4,2.2,2,0.0,Yes,Graduate
2786,34,9,31.0,4,1.1,3,85.0,No,Advanced/Professional
2787,36,10,83.0,1,2.8,3,0.0,No,Advanced/Professional
2788,60,34,152.0,2,5.2,1,0.0,No,Undergrad
2789,45,20,30.0,1,0.1,1,0.0,No,Undergrad
2790,27,3,34.0,1,0.2,3,0.0,No,Advanced/Professional
2791,47,22,44.0,1,1.4,3,0.0,No,Advanced/Professional
2792,44,20,182.0,2,5.2,1,0.0,No,Undergrad
2793,54,30,44.0,3,1.5,1,117.0,No,Undergrad
2794,57,33,122.0,2,5.2,1,153.0,No,Undergrad
2795,52,26,35.0,4,1.8,1,0.0,No,Undergrad
2796,51,25,91.0,1,0.8,3,0.0,No,Advanced/Professional
2797,57,32,30.0,2,2.0,2,0.0,No,Graduate
2798,65,39,53.0,1,2.5,3,0.0,No,Advanced/Professional
2799,58,33,28.0,1,0.3,3,0.0,No,Advanced/Professional
2800,64,39,85.0,4,3.4,2,200.0,No,Graduate
2801,52,26,28.0,2,0.7,2,90.0,No,Graduate
2802,58,34,41.0,4,0.4,1,177.0,No,Undergrad
2803,52,22,154.0,1,5.0,3,0.0,Yes,Advanced/Professional
2804,43,18,41.0,1,0.3,3,0.0,No,Advanced/Professional
2805,56,32,33.0,3,1.5,1,0.0,No,Undergrad
2806,37,12,182.0,3,5.2,3,0.0,Yes,Advanced/Professional
2807,53,27,59.0,2,0.8,3,0.0,No,Advanced/Professional
2808,27,2,129.0,2,3.3,1,0.0,No,Undergrad
2809,53,27,35.0,3,0.9,3,136.0,No,Advanced/Professional
2810,42,16,185.0,3,2.2,2,0.0,Yes,Graduate
2811,58,34,45.0,4,1.3,2,201.0,No,Graduate
2812,36,12,62.0,4,0.1,2,145.0,No,Graduate
2813,53,28,183.0,3,5.2,3,252.5,Yes,Advanced/Professional
2814,48,22,14.0,2,0.1,3,0.0,No,Advanced/Professional
2815,54,28,53.0,1,2.2,3,0.0,No,Advanced/Professional
2816,26,1,48.0,3,2.6,3,169.0,No,Advanced/Professional
2817,50,26,128.0,2,0.4,1,0.0,No,Undergrad
2818,31,7,105.0,1,4.0,1,252.5,No,Undergrad
2819,35,9,40.0,3,0.9,1,0.0,No,Undergrad
2820,63,37,10.0,2,0.4,1,0.0,No,Undergrad
2821,29,4,102.0,2,3.3,1,252.5,No,Undergrad
2822,57,32,31.0,3,0.1,2,0.0,No,Graduate
2823,30,5,30.0,4,0.8,1,158.0,No,Undergrad
